rowid,ingredient
2951,4 Roma tomatoes (or two medium tomatoes)
2952,14 oz firm or extra firm tofu
2953,1 Tbsp Sriracha
2954,2 Tbsp mild curry powder*
2955,8 oz rice vermicelli or rice sticks
2956,9 oz bag shredded cabbage and carrots
2957,"4 chicken thighs (bone-in, skin on)"
2958,1 15oz. can diced tomatoes*
2959,2 cups chicken broth**
2960,1.5 cups orzo (uncooked)
2961,1/4 bunch parsley (optional)
2962,1/3 cup sun dried tomatoes
2963,6 boneless skinless chicken thighs* (about 2.3 lbs.)
2964,20 oz. can Pineapple slices in juice
2965,"1 jalapeño (optional), sliced thinly"
2966,"1 white onion, diced"
2967,1 Tbsp burger seasoning
2968,6 slices American cheese
2969,12 Hawaiian sweet rolls
2970,2 tsp everything bagel seasoning
2971,3/4 cup dry brown lentils
2972,1 lb. lean ground beef
2973,1/2 Tbsp Dijon mustard (optional)
2974,8 hamburger buns
2975,2 Tbsp 5 spice powder
2976,4 lbs bone-in skin-on chicken pieces
2977,2 Tbsp rice wine**
2978,1 lb. black beans (uncooked)
2979,1.5 lb. baby potatoes
2980,1/2 head chopped cabbage (5-6 cups)
2981,4-5 lb. whole chicken
2982,1/2 bulb garlic
2983,1/2 lb. carrots (about 4)
2984,1 large chicken breast* (about 3/4 lb.)
2985,1/2 Tbsp dried parsley
2986,6 Tbsp cold butter
2987,3/4 tsp sugar
2988,1/2 lb. carrots (about 4 medium)
2989,2 split chicken breasts* (2-2.5 lbs. total)
2990,8 cups water
2991,6 oz. wide egg noodles
2992,1 Tbsp salt (or to taste)
2993,1.5 to 2 lb.s chicken pieces (boneless skinless)
2994,1/2 Tbsp oregano
2995,1 medium red bell pepper
2996,Salt to taste (1/2 to 1 tsp)
2997,1 sweet potato (about 3/4 lb.)
2998,3 Tbsp curry powder (hot or mild)
2999,1/4 tsp ground cloves (optional)
3000,1 14oz. can coconut milk (full fat)
