rowid,ingredient
901,3 Tbsp water
902,1/2 cup panko breadcrumbs
903,1/4 tsp black pepper
904,2 cups heavy cream
905,"2 cups Italian shredded cheese blend, divided"
906,"8 oz. rotini, uncooked"
907,10 oz. frozen broccoli florets
908,"4 Tbsp salted butter, divided"
909,1 lb. ground chicken
910,1 tsp rubbed sage
911,"3 carrots, sliced"
912,"3 stalks celery, sliced"
913,1 1/2 cups chicken broth*
914,"3 Tbsp salted butter, divided"
915,1/2 cup buttermilk
916,1/2 tsp granulated sugar
917,1/2 lb. frozen broccoli florets
918,"2 boneless, skinless chicken thighs (about 2/3 lb. total)"
919,1 pinch salt and peppers
920,"2 Tbsps olive oil, divided"
921,1 Tbsp grated Parmesan
922,1/4 cup Panko breadcrumbs
923,2 cups chopped Romaine lettuce
924,1/2 cup Parmesan (grated or shredded)
925,1/3 cup Caesar dressing
926,4 large flour tortillas
927,"2 split chicken breasts*, about 2.5 lbs. total"
928,6 cups chicken broth **
929,1/2 cup frozen peas
930,1/4 cup chopped fresh parsley
931,1 medium yellow onion
932,1 lb chicken breast
933,1 cup enchilada sauce**
934,12 oz uncooked pasta
935,1 cup shredded monterrey jack
936,2-3 whole green onions
937,2 inches fresh ginger
938,1 Tbsp vegetable oil
939,"1 lb. boneless, skinless chicken breast*"
940,1 14oz. can coconut milk
941,1/2 cup natural peanut butter
942,"1/2 tsp sriracha hot sauce, optional"
943,1 lime
944,"1/4 bunch cilantro, optional"
945,1 bunch lacinato kale (about 5 cups chopped)
946,1/2 rotisserie chicken (2 cups chopped)
947,1/4 cup creamy Caesar dressing
948,4 large tortillas (burrito size)
949,1/4 cup hoisin sauce
950,1 Tbsp rice vinegar
