rowid,ingredient
1151,3/4 Tbsp instant yeast
1152,1 1/4 cups warm water
1153,1.5 tsp baking powder
1154,"4 Tbsp butter*, divided"
1155,1 15oz. can cannellini beans
1156,1.5 cups frozen green beans (thawed)
1157,1/4 cup finely diced red onion
1158,1/2 large tomato
1159,2 slices white bread
1160,3 Tbsp mayonnaise
1161,2 12oz. cans chunk light tuna in water
1162,1 cup diced celery (about 2 ribs)
1163,1/2 cup mayonnaise*
1164,"1 boneless, skinless chicken breast* (about 2/3 lb.)"
1165,"1 15oz. can chickpeas, rinsed and drained"
1166,4 oz. cheddar (cubed or shredded)
1167,2 oz. spring mix or baby romaine*
1168,1/2 cup salad dressing*
1169,1 stalk lemongrass
1170,2 13.5oz. cans coconut milk
1171,"2 boneless, skinless chicken breasts"
1172,1 bunch cilantro
1173,"1.3 lbs. boneless, skinless chicken breasts"
1174,¼ tsp salt
1175,1/4 cup coconut milk
1176,1 cup panko breadcrumbs
1177,1 cup sweetened flaked coconut
1178,"1/2 cup cooking oil, divided*"
1179,1 cup sweet chili sauce
1180,8 oz. vanilla wafers
1181,"8 Tbsp salted butter, melted"
1182,"1.5 cups unsweetened flaked coconut, divided"
1183,1 14oz. can sweetened condensed milk
1184,1 12oz. can evaporated milk
1185,2 Tbsp granulated sugar
1186,3/4 cup all-purpose flour
1187,1/4 cup cornstarch
1188,"3 large eggs yolks, beaten"
1189,4 Tbsp salted butter
1190,2 cups whipped cream
1191,14oz. block extra firm tofu
1192,2 Tbsp cornstarch
1193,Pinch Salt and pepper
1194,1 cup unsweetened coconut flakes
1195,2 Tbsp virgin coconut oil*
1196,"3 oz sweet chili sauce, for dipping"
1197,1 lb. frozen black eyed peas or purple hull peas
1198,1-2 Tbsp jerk seasoning*
1199,"1/4 tsp salt, or to taste"
1200,2 cups chopped pineapple**
