rowid,ingredient
2251,3/4 cup brown sugar
2252,1 Tbsp melted butter
2253,2/3 cup pecan pieces
2254,2 medium carrots
2255,3/4 cup plain breadcrumbs
2256,19 oz package ground turkey 93% lean*
2257,1 lb. frozen peas
2258,"1 small shallot, minced (about 2 Tbsp)"
2259,3-4 sprigs fresh mint
2260,"2 1/4 cups milk, divided"
2261,2 cups dry macaroni (about 1/2 lb.)
2262,"1 tsp Dijon mustard, optional"
2263,"1/4 tsp smoked paprika, optional"
2264,"10-15 cranks fresh cracked pepper, optional"
2265,1 1/2 cups unsweetened apple sauce
2266,"2-3 carrots, shredded (about 1 1/2 cups)"
2267,1 15 oz. can crushed pineapple in juice (drained)
2268,"1/3 cup shredded coconut, sweetened"
2269,1/3 chopped walnuts
2270,"1 cup milk, dairy or soy"
2271,2 1/2 cups old-fashioned rolled oats
2272,1/2 lb. frozen cauliflower florets
2273,"1 cup brown lentils, dry"
2274,1 tsp ground turmeric
2275,1 tsp paprika
2276,3 cups dry old-fashioned oats
2277,1/2 cup chopped walnuts*
2278,1/2 cup dried cranberries*
2279,1/4 cup sunflower seeds*
2280,2 Tbsp brown sugar (optional)
2281,4 yellow onions
2282,1 tsp allspice
2283,2.5 cups vegetable broth
2284,1 cup long grain white rice (or jasmine)
2285,4 lbs boneless beef rump roast
2286,8 oz. bowtie pasta
2287,16 oz. baby bella mushrooms
2288,3 Tbsp butter or cooking oil
2289,1 cup long-grain white rice (uncooked)
2290,8 oz. frozen spinach
2291,"2 Tbsp butter, room temperature"
2292,4 russet potatoes (about 1 lb. each)
2293,2 tsp cooking oil
2294,1/2 recipe red enchilada sauce*
2295,"4 oz. cheddar cheese, shredded (about 1 cup)"
2296,"2-3 jalapeños, pickled or fresh"
2297,1/4 cup fresh lime juice (about 2 limes)
2298,1.5 Tbsp grated fresh ginger
2299,1/2 Tbsp chili garlic sauce or sambal oelek
2300,1 lb. ground pork or turkey
