rowid,ingredient
2501,1 lime (2 Tbsp juice)
2502,1/2 cup vegetable broth
2503,14 oz. extra firm tofu*
2504,16 oz. frozen stir fry vegetables
2505,3 cups cooked rice
2506,1/2 Tbsp salt (for pasta water)
2507,4 oz. fresh baby spinach
2508,15 oz. can kidney beans
2509,3 oz. pepperoni
2510,"4 oz. mozzarella, cubed"
2511,6 oz. Italian or Caesar dressing
2512,1 Tbsp Parmesan (optional)
2513,Freshly cracked pepper (optional)
2514,"1 lb boneless, skinless chicken breasts"
2515,2 oz mozzarella cheese
2516,1 1/4 oz approx. 16 slices pepperoni
2517,1/2 cup all purpose flour
2518,6 Tbsp vegetable oil
2519,2 lbs. broccoli
2520,1/4 tsp salt*
2521,1/4 tsp pepper*
2522,1 cup chopped cooked chicken*
2523,1 lb. fresh broccoli (about 2 cups chopped)
2524,1/4 cup chopped red onion
2525,1/4 cup red onion
2526,1/4 cup fresh parsley
2527,2 slices hearty bread
2528,2 Tbsp pesto
2529,2 sun dried tomato pieces
2530,2 oz. mozzarella
2531,8 8-inch flour tortillas
2532,4 Tbsp basil pesto
2533,4 pieces mozzarella string cheese
2534,2 tsp active dry or instant yeast
2535,2 cups flour (plus some for dusting)
2536,2 oz. pepperoni
2537,"1/2 cup pizza sauce (for dipping, optional)"
2538,"12 oz. shrimp, peeled and deveined"
2539,8 oz. angel hair pasta
2540,"1/2 lb. frozen spinach, thawed"
2541,15 oz. ricotta
2542,1/2 cup basil pesto
2543,8 oz. jumbo pasta shells (about 22-25 shells)
2544,24 oz. pasta sauce
2545,1 1/2 Tbsp olive oil
2546,"1 red bell pepper, small dice"
2547,"1 Tbsp tablespoon garlic, minced"
2548,1 lb ground beef (80/20)
2549,1 tsp coarse salt*
2550,1  1/2 tsp sazón* (1 packet)
