rowid,ingredient
1401,15 oz can tomato sauce*
1402,1/2 bunch fresh cilantro (optional)
1403,1/4 cup plain Greek yogurt
1404,1/2 Tbsp curry powder
1405,1/4 cup chopped cilantro
1406,14 oz. extra firm tofu
1407,1 tsp turmeric
1408,1/4 tsp crushed red pepper (optional)
1409,1 lb. ground beef (15% fat or less)
1410,1 russet potato (¾ lb.)
1411,"2 green onions, sliced (optional)"
1412,1/2 tsp honey
1413,1 tsp curry powder
1414,2.5 cups chopped cooked chicken*
1415,Pinch salt & pepper
1416,1/3 cup plain yogurt*
1417,1/2 tsp Dijon mustard
1418,1.5 tsp curry powder
1419,1/4 cup finely chopped red onion
1420,1/2 large red onion
1421,1 cup long grain brown rice (uncooked)
1422,2 Tbsp curry powder
1423,1/3 cup tahini
1424,1/3 cup water
1425,1/4 cup lemon juice
1426,1 cup dry brown lentils
1427,1 15oz. can crushed or diced tomatoes
1428,1/2 tsp cayenne pepper
1429,1/2 cup evaporated milk or cream
1430,4 small sweet potatoes
1431,6 whole medjool dates
1432,1/3 cup chopped walnuts
1433,1/4 cup crumbled gorgonzola
1434,handful fresh parsley
1435,2-3 Tbsp all-purpose flour
1436,3-4 Tbsp cooking oil (for frying)
1437,1 med turnip
1438,4 med 1/2 lb. carrots
1439,1 med onion
1440,to taste cracked black pepper
1441,1/4 tsp lemon pepper
1442,1 tsp chopped fresh dill
1443,7 oz. luncheon meat
1444,12 oz. frozen stir fry vegetables
1445,3 oz. package instant ramen
1446,1 jar 40 each grape leaves
1447,"1 1/2 cups long grain rice, uncooked"
1448,"6 Tbsp lemon juice, divided"
1449,"2 Tbsp 1-2 sprigs fresh mint, minced"
1450,1 1/3 cup old-fashioned rolled oats
