rowid,ingredient
3451,1 1/3 cup yogurt*
3452,2 bananas
3453,1 20oz. can pineapple chunks in juice
3454,4 Tbsp shredded coconut
3455,¾ tsp salt
3456,12 oz. mini shell pasta
3457,"2 5oz. cans chunk light tuna, drained"
3458,"1 lb. pasta, any shape"
3459,1 Tbsp 4 cloves minced garlic
3460,1 5 oz. can chunk tuna
3461,1 15 oz. can white beans
3462,1 5 oz. can chunk light tuna in water
3463,2 whole green onions
3464,1/2 lb. ground turkey
3465,3 oz. tomato paste (1/2 of a 6oz. can)
3466,1/2 tsp Salt
3467,4 small sweet potatoes (3/4 lb. each)
3468,Cilantro or green onions for garnish
3469,2 medium apples
3470,salt and pepper (as needed)
3471,1 large loaf french bread
3472,1 tsp chicken base
3473,6 lbs bone-in turkey pieces
3474,"2 lb. chicken, breast or thigh"
3475,8 oz. linguine or fettuccine
3476,1 pint grape or cherry tomatoes
3477,10 cranks freshly ground pepper
3478,4 oz. baby spinach
3479,3 oz. shredded parmesan
3480,1.5 cups chopped cooked chicken
3481,2 cups shredded cheddar
3482,1/2 cup BBQ Sauce
3483,10 7-inch flour tortillas
3484,1 portobello mushroom cap
3485,4 oz. shredded mozzarella
3486,Handful chopped parsley (optional)
3487,1.5 cups beef broth
3488,1 8oz. can tomato sauce
3489,1 lb dry red beans
3490,6 cups vegetable broth*
3491,Freshly cracked pepper (about 10-15 cranks of a pepper mill)
3492,"1 bunch green onions, sliced"
3493,1 lb. split peas (dry)
3494,1.5 tsp salt (or to taste)
3495,3 medium carrots
3496,1/2 lb. frozen broccoli & cauliflower pieces
3497,4 cups 2% or whole milk
3498,2/3 cup grated parmesan
3499,"1 lb. pasta (elbow, shells, etc.)"
3500,1 cup shredded gouda or smoked mozzarella
