rowid,ingredient
801,"2 oz feta cheese, crumbled"
802,1/2 tsp turmeric
803,2 cups uncooked jasmine rice
804,1/2 cup chopped cashews
805,"1/4 cup dried fruit raisins, cranberries or chopped apricots"
806,1/4 bunch cilantro (optional)
807,4 bags black tea
808,4 small sticks cinnamon
809,1 inch fresh ginger
810,10 whole cloves
811,3 Tbsp sugar
812,1/4 tsp ground cardamom
813,1/4 cup milk
814,2 Tbsp high heat oil*
815,3 ears fresh sweet corn
816,2 zucchini
817,2 pinches salt and pepper
818,1/4 cup chopped cilantro**
819,2 oz. feta
820,1/4 cup plain breadcrumbs
821,1/2 cup minced onion
822,4 oz. sharp cheddar
823,1 lb. ground beef (85/15)
824,1/2 cup ketchup
825,1 tsp yellow mustard
826,4 cups water
827,1 cup quick cooking yellow grits*
828,1/2 cup whole milk
829,"4 oz medium cheddar, grated"
830,1 cup salsa
831,2 cups all purpose flour
832,1/2 cup shredded sharp cheddar
833,1/3 cup milk
834,1/4 cup ketchup
835,1 Tbsp Relish (sweet or dill)
836,1/2 Tbsp apple cider vinegar
837,Freshly Cracked Pepper
838,1 lb ground beef
839,1/2 tsp seasoning salt
840,2 hearts of Romaine
841,"2 oz cheddar cheese, shredded"
842,1 head cauliflower
843,1.5 lb. russet potatoes
844,4 cups vegetable broth
845,12 oz. evaporated milk
846,"4 oz. medium cheddar, shredded"
847,"3 green onions*, sliced"
848,"1 tsp salt, divided"
849,4 oz. shredded cheddar
850,1 cup beef broth
