rowid,ingredient
1651,1/4 tsp toasted sesame oil
1652,1 lb. fresh salmon
1653,"1/3 cup dark molasses, not blackstrap, not light"
1654,1/4 tsp ground cloves
1655,2 1/2 cups old-fashioned oats
1656,1 cup uncooked steel-cut oats
1657,1/3 cup dark molasses
1658,4 cups old-fashioned rolled oats
1659,1 cup oat bran
1660,1 cup sliced almonds
1661,1/4 cup molasses (not black strap)
1662,1/3 cup brown sugar
1663,1/4 cup canola oil
1664,2 tsp powdered ginger*
1665,3 Tbsp rice vinegar
1666,1 cucumber (about 7-8″)
1667,1 Tbsp gochujang
1668,1.5 Tbsp brown sugar
1669,1/2 Tbsp rice vinegar
1670,2 portobello mushrooms
1671,1 12oz. can chunk light tuna in water
1672,3-4 2-3″ cinnamon sticks
1673,"1-2 inches fresh ginger, peeled and sliced"
1674,1 Tbsp ground turmeric*
1675,1/4 cup honey
1676,4 cups milk
1677,1 Tbsp olive oil (or coconut oil)
1678,1 inch fresh ginger (about 1 Tbsp grated)
1679,1/2 Tbsp ground turmeric
1680,2-3 carrots
1681,1/2 lb. red or yellow lentils (about 1 cup)
1682,1/2 Tbsp salt (or to taste)
1683,"1/3 cup large, unsweetened coconut flakes"
1684,2 cups cooked jasmine rice
1685,1/4 tsp turmeric
1686,1 pinch cloves
1687,1/8 tsp vanilla
1688,3 cups chicken broth*
1689,16 oz bag spinach
1690,3 Tbsp apple cider vinegar
1691,1 head Romaine lettuce
1692,1 cup red seedless grapes
1693,"2 oz. feta, crumbled"
1694,"2 boneless, skinless chicken thighs"
1695,8 oz. pasta (any shape)
1696,1 bell pepper (any color)
1697,4 oz. grape tomatoes*
1698,1/2 cucumber (1.5 cups diced)
1699,1/4 bunch parsley
1700,"6 boneless, skinless chicken thighs (about 1.8 lbs.)"
